City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kiunga,PG,-6.1219,141.2906,73.09,100,100,1.63,overcast clouds
348,Abrau-Dyurso,RU,44.69,37.59,35.06,78,4,8.88,clear sky
349,Tiarei,PF,-17.5333,-149.3333,82.42,82,23,9.69,light rain
350,Ribeira Grande,PT,38.5167,-28.7,67.77,88,75,14.97,broken clouds
351,Korem,ET,12.5058,39.5228,53.53,47,0,4.36,clear sky
352,Sault Sainte Marie,CA,46.5168,-84.3333,34.09,58,75,4.61,broken clouds
353,Novyy Urengoy,RU,66.0833,76.6333,-7.83,83,100,11.25,overcast clouds
354,Danshui,CN,22.7984,114.4672,73.45,82,100,3.04,overcast clouds
355,Laguna,US,38.421,-121.4238,60.64,59,0,1.01,clear sky
356,Kilosa,TZ,-6.8333,36.9833,76.59,58,6,6.58,clear sky
357,Gao,ML,16.6362,1.637,78.69,14,0,12.15,clear sky
358,Prince Rupert,CA,54.3161,-130.3201,40.69,94,75,6.91,broken clouds
359,Palmer,US,42.1584,-72.3287,44.06,39,20,16.11,few clouds
360,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,92,100,11.65,overcast clouds
361,Cabo Rojo,PR,18.0866,-67.1457,84.97,84,42,6.02,scattered clouds
362,Beausejour,CA,50.0622,-96.5167,24.85,84,100,6.44,overcast clouds
363,Sibu,MY,2.3,111.8167,77.31,88,40,3.44,scattered clouds
364,Vanavara,RU,60.34,102.2797,-5.94,88,48,8.32,scattered clouds
365,Vung Tau,VN,10.346,107.0843,79.74,83,100,13.89,overcast clouds
366,Taicheng,CN,38.731,113.228,34.32,49,0,5.21,clear sky
367,Ucluelet,CA,48.9329,-125.5528,42.1,93,2,2.51,clear sky
368,Igarka,RU,67.4667,86.5833,-24.09,92,13,5.68,few clouds
369,Cabrobo,BR,-8.5142,-39.31,90.84,36,37,8.41,scattered clouds
370,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.77,50,100,3.71,overcast clouds
371,Montepuez,MZ,-13.1256,38.9997,75.72,58,58,9.57,broken clouds
372,Mirnyy,RU,62.5353,113.9611,-22.77,74,14,7.0,few clouds
373,Mutoko,ZW,-17.397,32.2268,64.0,84,100,6.15,overcast clouds
374,Narsaq,GL,60.9167,-46.05,28.24,79,100,6.17,overcast clouds
375,Kabare,CD,-2.4683,28.8242,62.67,94,100,0.56,light rain
376,Sai Buri,TH,6.7013,101.6168,79.97,88,100,2.82,heavy intensity rain
377,Cherskiy,RU,68.75,161.3,-23.87,100,100,2.57,overcast clouds
378,Beira,MZ,-19.8436,34.8389,73.49,94,100,10.49,light intensity drizzle
379,Shelburne,CA,44.0787,-80.2041,33.91,68,100,5.95,overcast clouds
380,Phan Thiet,VN,10.9333,108.1,75.51,86,67,4.45,broken clouds
381,Ostersund,SE,63.1792,14.6357,39.61,100,100,3.44,overcast clouds
382,Tapes,BR,-30.6733,-51.3958,76.98,57,64,14.63,broken clouds
383,Port Macquarie,AU,-31.4333,152.9167,58.89,77,0,5.48,clear sky
384,Vargashi,RU,55.3556,65.8467,32.97,100,100,6.24,light snow
385,Mehamn,NO,71.0357,27.8492,35.55,93,40,10.36,scattered clouds
386,Batagay,RU,67.6333,134.6333,-26.9,100,84,1.88,broken clouds
387,Chicama,PE,-7.8447,-79.1469,64.94,61,24,11.34,few clouds
388,Shebunino,RU,46.4339,141.8603,32.27,88,100,2.95,light snow
389,Rennes,FR,48.1667,-1.6667,48.58,81,0,5.75,clear sky
390,Dakar,SN,14.6937,-17.4441,82.53,69,0,9.22,clear sky
391,Lysa Hora,UA,48.1706,31.1099,40.1,77,64,5.84,broken clouds
392,Boden,SE,65.8252,21.6886,23.0,90,7,4.7,clear sky
393,Acolla,PE,-11.7319,-75.5463,64.71,39,79,10.22,broken clouds
394,Savannah Bight,HN,16.45,-85.85,81.97,70,48,7.11,light rain
395,Hof,DE,50.3167,11.9167,45.45,90,20,10.0,few clouds
396,Vao,NC,-22.6667,167.4833,75.04,66,68,5.21,broken clouds
397,Guider,CM,9.9342,13.9486,81.95,26,16,7.0,few clouds
398,Port Hardy,CA,50.6996,-127.4199,39.38,100,100,4.61,overcast clouds
399,Kruisfontein,ZA,-34.0033,24.7314,63.97,78,69,13.11,broken clouds
400,Brae,GB,60.3964,-1.353,51.44,82,100,26.8,overcast clouds
401,Gemena,CD,3.25,19.7667,74.32,79,100,2.73,overcast clouds
402,Hearst,CA,49.6835,-83.6665,23.25,80,100,7.02,overcast clouds
403,Huarmey,PE,-10.0681,-78.1522,70.0,71,14,9.95,few clouds
404,Den Helder,NL,52.9599,4.7593,46.38,86,20,8.01,few clouds
405,Jumla,NP,29.2747,82.1838,42.37,69,22,3.06,few clouds
406,Polis,CY,35.0367,32.4264,60.62,55,1,3.4,clear sky
407,Namtsy,RU,62.7161,129.6658,-33.32,97,35,5.79,scattered clouds
408,Tual,ID,-5.6667,132.75,82.54,76,100,7.02,overcast clouds
409,Usinsk,RU,65.9939,57.5281,7.95,79,97,11.43,overcast clouds
410,Launceston,AU,-41.45,147.1667,47.34,84,75,5.75,broken clouds
411,Yining,CN,29.0361,114.5636,50.4,94,100,1.86,overcast clouds
412,Uhlove,UA,44.8215,33.6045,47.43,69,63,8.5,broken clouds
413,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,100,0.0,overcast clouds
414,Tongliao,CN,43.6125,122.2653,23.34,81,2,4.25,clear sky
415,Mutare,ZW,-18.9707,32.6709,62.22,98,100,0.96,light rain
416,Kemi,FI,65.8596,24.8228,29.97,100,100,8.05,fog
417,Lagoa,PT,39.05,-27.9833,64.2,89,8,15.08,clear sky
418,West Bay,KY,19.3667,-81.4167,87.87,77,20,12.66,few clouds
419,Beringovskiy,RU,63.05,179.3167,28.49,84,32,14.52,scattered clouds
420,Puerto Colombia,CO,10.9878,-74.9547,75.29,73,93,7.47,overcast clouds
421,Diamantino,BR,-14.4086,-56.4461,96.17,34,56,4.97,moderate rain
422,Aswan,EG,24.0934,32.907,79.9,29,0,9.22,clear sky
423,Mariental,NA,-24.6333,17.9667,81.99,13,0,10.98,clear sky
424,Svetlaya,RU,46.5389,138.3297,26.91,71,100,5.12,overcast clouds
425,Leshukonskoye,RU,64.8989,45.7622,10.92,98,65,2.21,broken clouds
426,San Quintin,MX,30.4833,-115.95,64.15,47,79,5.21,broken clouds
427,Grindavik,IS,63.8424,-22.4338,45.07,87,75,13.8,broken clouds
428,Karasjok,NO,69.4719,25.5112,30.36,98,85,4.81,overcast clouds
429,Rio Gallegos,AR,-51.6226,-69.2181,68.05,30,75,18.41,broken clouds
430,Darhan,MN,49.4867,105.9228,24.66,60,55,6.4,broken clouds
431,Waingapu,ID,-9.6567,120.2641,80.38,82,99,2.33,overcast clouds
432,Shobara,JP,34.85,133.0167,42.69,90,11,1.74,few clouds
433,Uglovskoye,RU,51.3557,80.1942,42.15,73,86,24.96,overcast clouds
434,Poum,NC,-20.2333,164.0167,75.13,80,29,4.34,scattered clouds
435,Dalby,AU,-27.1833,151.2667,55.98,74,0,5.79,clear sky
436,Tara,RU,56.8944,74.371,33.19,99,100,8.3,light snow
437,Islampur,IN,26.2667,88.2,66.13,67,0,3.87,clear sky
438,Sliema,MT,35.9125,14.5019,67.95,82,20,6.91,few clouds
439,Ramnagar,IN,29.4,79.1167,61.63,58,77,4.52,broken clouds
440,Taltal,CL,-25.4,-70.4833,68.63,63,24,5.88,few clouds
441,Houma,US,29.5958,-90.7195,66.99,80,100,9.91,overcast clouds
442,Puerto Escondido,MX,15.85,-97.0667,85.55,68,10,6.49,clear sky
443,Pampa,US,35.5362,-100.9599,28.44,80,100,18.41,overcast clouds
444,Yablonovo,RU,50.8523,37.3574,30.06,70,7,7.36,clear sky
445,Tura,IN,25.5198,90.2201,61.65,88,0,3.44,clear sky
446,Kez,RU,57.8979,53.7152,18.79,84,100,10.67,overcast clouds
447,Veraval,IN,20.9,70.3667,77.29,61,0,1.7,clear sky
448,Folkestone,GB,51.0833,1.1833,57.92,96,64,5.01,broken clouds
449,Minas De Barroteran,MX,27.6333,-101.2833,72.01,31,5,7.02,clear sky
450,Okuchi,JP,32.0667,130.6167,54.55,83,100,2.1,overcast clouds
451,Sechura,PE,-5.5569,-80.8222,76.14,56,27,16.22,scattered clouds
452,Pringsewu,ID,-5.3582,104.9744,72.82,94,100,3.67,light rain
453,Aksu,CN,41.1231,80.2644,36.3,48,8,1.12,clear sky
454,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,8.05,few clouds
455,Buraydah,SA,26.326,43.975,73.85,29,3,9.04,clear sky
456,Geraldton,AU,-28.7667,114.6,68.41,32,0,13.8,clear sky
457,Riyadh,SA,24.6877,46.7219,75.34,28,0,9.33,clear sky
458,Dzaoudzi,YT,-12.7887,45.2699,80.49,78,0,6.91,clear sky
459,Gizo,SB,-8.103,156.8419,81.99,77,64,5.21,broken clouds
460,Kokstad,ZA,-30.5472,29.4241,54.59,88,89,4.56,overcast clouds
461,Mangan,IN,27.5167,88.5333,59.29,66,55,4.81,broken clouds
462,Kawalu,ID,-7.3817,108.2082,72.27,98,100,1.61,overcast clouds
463,Farsund,NO,58.0948,6.8047,50.05,100,100,25.23,overcast clouds
464,Plainfield,US,40.6168,-74.4173,48.25,47,0,6.91,clear sky
465,Mao,ES,39.8885,4.2658,66.76,82,40,9.22,scattered clouds
466,Yakeshi,CN,49.2833,120.7333,0.55,98,20,3.11,few clouds
467,Harper,LR,4.375,-7.7169,78.33,83,100,7.02,overcast clouds
468,Shieli,KZ,44.1667,66.75,45.0,73,100,22.53,overcast clouds
469,Saint-Denis,FR,48.9167,2.3333,56.17,90,75,8.05,broken clouds
470,Oskaloosa,US,41.2964,-92.6444,40.98,75,75,16.11,broken clouds
471,Puerto Carreno,CO,6.189,-67.4859,91.38,58,20,5.75,few clouds
472,Nouakchott,MR,18.0858,-15.9785,78.73,59,0,13.62,clear sky
473,Sakakah,SA,29.9697,40.2064,67.57,71,100,16.84,overcast clouds
474,Qaqortoq,GL,60.7167,-46.0333,29.34,81,100,5.86,overcast clouds
475,Soc Trang,VN,9.6033,105.98,77.29,91,100,6.24,overcast clouds
476,Wagar,SD,16.1525,36.2032,85.1,38,0,11.39,clear sky
477,Maiduguri,NG,11.8464,13.1603,76.42,25,100,8.81,overcast clouds
478,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,80,100,11.18,light shower sleet
479,Urucara,BR,-2.5364,-57.76,99.25,31,100,5.23,light rain
480,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,25,0,8.05,clear sky
481,Arlit,NE,18.7369,7.3853,75.51,14,3,18.57,clear sky
482,Aykhal,RU,66.0,111.5,-20.42,100,36,2.55,scattered clouds
483,Eresos,GR,39.1667,25.9333,53.89,72,11,15.35,few clouds
484,Sioux Lookout,CA,50.1001,-91.917,23.07,63,75,8.05,broken clouds
485,Puerto Madryn,AR,-42.7692,-65.0385,71.71,35,58,6.38,broken clouds
486,Anadyr,RU,64.75,177.4833,27.1,80,0,13.42,clear sky
487,Cabildo,AR,-38.4842,-61.8954,78.35,25,8,17.78,clear sky
488,Plettenberg Bay,ZA,-34.0527,23.3716,68.38,57,98,9.46,overcast clouds
489,Turbat,PK,26.0023,63.044,77.92,25,0,7.18,clear sky
490,Mosquera,CO,4.7059,-74.2302,62.69,77,75,9.22,broken clouds
491,Kibala,TD,9.1104,18.3463,80.55,50,0,3.44,clear sky
492,Nalut,LY,30.3333,10.85,62.92,29,0,5.5,clear sky
493,Anloga,GH,5.7947,0.8973,82.24,76,37,11.79,scattered clouds
494,Chokurdakh,RU,70.6333,147.9167,-16.55,98,100,10.29,overcast clouds
495,San Francisco Del Mar,MX,16.2333,-94.65,86.94,53,6,3.98,clear sky
496,Cartagena,CO,10.3997,-75.5144,83.82,74,40,8.05,scattered clouds
497,Strezhevoy,RU,60.7333,77.5889,17.01,93,100,13.02,light snow
498,Kargasok,RU,59.0556,80.8572,25.05,97,100,9.6,overcast clouds
499,Paamiut,GL,61.994,-49.6678,31.08,91,100,19.28,overcast clouds
500,Batagay-Alyta,RU,67.8006,130.4114,-15.16,98,93,3.24,overcast clouds
501,Samandag,TR,36.0842,35.9771,66.36,49,1,3.18,clear sky
502,Novobureyskiy,RU,49.798,129.8774,14.32,96,87,0.4,overcast clouds
503,Palora,EC,-1.7,-77.9333,80.71,86,40,2.39,moderate rain
504,Sanok,PL,49.5557,22.2056,43.09,100,56,4.03,broken clouds
505,Mount Isa,AU,-20.7333,139.5,71.37,30,100,12.66,overcast clouds
506,Keti Bandar,PK,24.1447,67.4497,79.27,72,0,8.39,clear sky
507,Canutama,BR,-6.5339,-64.3831,86.11,64,100,5.7,overcast clouds
508,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,4.61,scattered clouds
509,Pevek,RU,69.7008,170.3133,-3.91,98,100,3.2,overcast clouds
510,Zhigansk,RU,66.7697,123.3711,-31.7,100,61,1.34,broken clouds
511,La Rioja,ES,42.25,-2.5,46.18,72,100,4.76,overcast clouds
512,Srandakan,ID,-7.9386,110.2506,74.39,92,100,2.28,overcast clouds
513,Havelock,US,34.8791,-76.9013,55.0,66,100,4.0,overcast clouds
514,Fuerte,PH,17.5381,120.3644,78.64,78,10,5.61,clear sky
515,Namibe,AO,-15.1961,12.1522,67.71,79,4,12.03,clear sky
516,Sherghati,IN,24.5667,84.7833,56.82,51,0,4.34,clear sky
517,Dalnerechensk,RU,45.9339,133.7225,19.72,86,88,2.98,overcast clouds
518,Rovaniemi,FI,66.5,25.7167,27.81,100,100,5.75,overcast clouds
519,Neyshabur,IR,36.2133,58.7958,48.74,47,0,1.23,clear sky
520,Touros,BR,-5.1989,-35.4608,82.13,68,39,12.1,scattered clouds
521,Kayerkan,RU,69.3497,87.7602,-22.0,84,32,3.74,scattered clouds
522,Shimoda,JP,34.6667,138.95,52.11,82,100,12.44,overcast clouds
523,San Francisco,US,37.7749,-122.4194,59.27,64,40,5.01,scattered clouds
524,Zhuhai,CN,22.2769,113.5678,74.98,88,20,10.36,few clouds
525,Carupano,VE,10.6678,-63.2585,83.12,75,74,9.69,light rain
526,Belmonte,BR,-15.8631,-38.8828,80.46,73,100,10.04,overcast clouds
527,Miandrivazo,MG,-19.5167,45.4667,79.11,72,9,4.47,clear sky
528,Shingu,JP,33.7333,135.9833,50.16,74,26,6.26,scattered clouds
529,Liepaja,LV,56.5419,21.0367,39.18,100,100,8.05,mist
530,Zemio,CF,5.0314,25.1361,73.4,54,100,2.13,overcast clouds
531,Beyneu,KZ,45.3167,55.2,40.69,80,100,23.49,overcast clouds
532,Catuday,PH,16.2923,119.8062,79.23,79,100,8.32,overcast clouds
533,Cabo San Lucas,MX,22.8909,-109.9124,81.18,63,21,4.83,few clouds
534,Tommot,RU,58.9564,126.2925,-28.66,100,51,1.63,broken clouds
535,Williamsburg,US,37.2707,-76.7075,52.18,49,100,3.0,overcast clouds
536,Wanaka,NZ,-44.7,169.15,55.26,77,74,5.68,broken clouds
537,Raudeberg,NO,61.9875,5.1352,45.27,75,100,4.18,overcast clouds
538,Porto Velho,BR,-8.7619,-63.9039,91.45,52,40,6.91,scattered clouds
539,Bad Lippspringe,DE,51.7833,8.8167,49.66,83,1,3.0,clear sky
540,Develi,TR,38.3906,35.4922,33.15,59,0,1.81,clear sky
541,Onega,RU,63.9061,38.1404,29.7,92,92,5.12,overcast clouds
542,Kodinsk,RU,58.6881,99.1844,-3.23,99,31,2.64,scattered clouds
543,Okhotsk,RU,59.3833,143.3,9.28,87,100,6.42,overcast clouds
544,Garoua,CM,9.3,13.4,83.88,25,8,5.75,clear sky
545,Nemuro,JP,43.3236,145.575,37.9,62,34,4.65,scattered clouds
546,Pokhara,NP,28.2333,83.9833,57.45,58,0,4.68,clear sky
547,Lahij,YE,13.1667,44.5833,72.21,75,0,4.97,clear sky
548,Corrales,US,35.2378,-106.6067,48.04,51,72,11.01,broken clouds
549,Maniitsoq,GL,65.4167,-52.9,28.51,93,100,17.13,light snow
550,Hede,CN,33.7681,120.2517,44.06,58,50,6.02,scattered clouds
551,Gidam,IN,18.9833,81.4,59.54,70,0,3.0,clear sky
552,Okitipupa,NG,6.5047,4.7839,77.09,85,92,3.31,overcast clouds
553,Almaznyy,RU,48.0448,40.045,33.28,73,6,8.14,clear sky
554,Teguise,ES,29.0605,-13.564,79.02,20,0,9.22,clear sky
555,La Cruz,MX,23.9167,-106.9,78.33,56,7,5.84,clear sky
556,Tongren,CN,27.7172,109.1853,50.36,82,97,0.54,overcast clouds
557,Aklavik,CA,68.2191,-135.0107,16.34,93,100,13.38,light snow
558,Taganak,PH,6.0833,118.3,81.77,78,99,5.23,overcast clouds
559,Belaya Gora,RU,68.5333,146.4167,-28.39,97,93,3.53,overcast clouds
560,Ust-Kuyga,RU,70.0167,135.6,-14.26,98,100,6.38,overcast clouds
561,Male,MV,4.1748,73.5089,82.35,83,75,11.5,light rain
562,Blackfoot,US,43.1905,-112.345,25.54,83,36,2.17,scattered clouds
563,Kailua,US,21.4022,-157.7394,79.45,74,8,5.01,clear sky
564,Beisfjord,NO,68.3751,17.5988,35.65,95,94,3.58,overcast clouds
565,Westport,US,41.1415,-73.3579,47.89,45,3,5.99,clear sky
566,Elizabeth City,US,36.2946,-76.2511,54.05,58,100,1.99,overcast clouds
567,Coquimbo,CL,-29.9533,-71.3436,68.5,58,1,10.07,clear sky
568,Tambopata,PE,-12.7333,-69.1833,94.03,43,100,3.74,light rain
569,Fairbanks,US,64.8378,-147.7164,27.61,95,100,0.0,light snow
570,Omboue,GA,-1.5746,9.2618,76.37,86,100,4.27,overcast clouds
571,Bud,US,39.447,-86.1758,43.68,57,11,7.07,few clouds
572,Bintulu,MY,3.1667,113.0333,76.01,92,100,3.98,moderate rain
573,Bandarbeyla,SO,9.4942,50.8122,79.36,70,0,15.52,clear sky
574,Marigot,MF,18.0667,-63.0833,82.04,77,100,19.86,overcast clouds
575,Tabuk,PH,17.4189,121.4443,73.17,95,34,3.09,scattered clouds
576,Isangel,VU,-19.55,169.2667,76.46,80,0,7.49,clear sky
577,Yerbogachen,RU,61.2767,108.0108,-19.3,95,10,5.53,clear sky
578,Tahe,CN,52.3333,124.7333,7.2,97,60,2.89,broken clouds
579,Cedar City,US,37.6775,-113.0619,32.4,66,4,10.98,clear sky
580,Atherton,GB,53.5237,-2.4935,54.21,93,100,5.08,overcast clouds
581,Larsnes,NO,62.2028,5.5773,53.01,93,100,3.65,overcast clouds
582,Panama City,PA,8.9936,-79.5197,84.13,82,40,8.05,scattered clouds
583,Katherine,AU,-14.4667,132.2667,79.12,83,100,2.3,overcast clouds
584,Kimbe,PG,-5.5502,150.1429,74.16,90,78,3.36,broken clouds
585,Komsomolskiy,UZ,40.4272,71.7189,41.72,81,13,0.0,mist
586,Innisfail,AU,-17.5333,146.0333,73.29,84,100,3.02,overcast clouds
587,Mayumba,GA,-3.432,10.6554,77.38,82,70,6.89,broken clouds
588,Peniche,PT,39.3558,-9.3811,63.28,93,100,12.37,overcast clouds
589,Goure,NE,13.9835,10.2704,73.38,19,1,9.64,clear sky
590,Awbari,LY,26.5921,12.7805,62.74,33,0,6.46,clear sky
591,Novoseleznevo,RU,55.6821,69.2056,33.55,100,100,3.67,light snow
592,Cockburn Town,TC,21.4612,-71.1419,81.1,73,0,9.98,clear sky
593,Zomin,UZ,39.9606,68.3958,48.47,45,100,2.13,overcast clouds
594,Coolum Beach,AU,-26.5333,153.1,68.11,95,52,4.18,broken clouds
595,Fort Nelson,CA,58.8053,-122.7002,27.95,89,98,5.01,overcast clouds
596,Carutapera,BR,-1.195,-46.02,84.02,66,99,10.11,overcast clouds
597,Hualmay,PE,-11.0964,-77.6139,69.19,70,12,10.0,few clouds
598,Kropotkin,RU,45.4375,40.5756,41.4,64,0,5.37,clear sky
599,Goderich,CA,43.7501,-81.7165,34.92,69,100,6.06,light snow
600,Poya,NC,-21.35,165.15,72.41,87,16,3.42,few clouds
601,Talcahuano,CL,-36.7167,-73.1167,65.88,63,40,10.36,scattered clouds
602,Naze,JP,28.3667,129.4833,65.1,72,83,12.28,broken clouds
603,Merauke,ID,-8.4667,140.3333,79.11,86,100,8.28,moderate rain
604,Jinxi,CN,30.4323,116.2922,46.83,85,11,0.72,few clouds
605,Dhidhdhoo,MV,6.8833,73.1,82.0,73,100,8.43,overcast clouds
606,Muisne,EC,0.6,-80.0333,76.87,74,67,9.6,broken clouds
607,Valparaiso,CL,-33.0393,-71.6273,85.64,48,0,16.11,clear sky
608,Neiafu,TO,-18.65,-173.9833,75.87,91,100,13.87,moderate rain
609,Buala,SB,-8.145,159.5921,78.66,79,67,3.09,broken clouds
610,Spornoye,RU,50.8448,37.2913,30.38,70,7,7.43,clear sky
611,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,95.56,37,54,4.92,broken clouds
612,Urozhaynoye,RU,44.7883,44.9228,40.89,66,5,7.16,clear sky
613,Santa Cruz,BO,-17.8,-63.1667,82.45,54,75,11.5,broken clouds
614,Porto Novo,BJ,6.4965,2.6036,80.55,78,3,7.99,clear sky
615,Boundiali,CI,9.5217,-6.4869,77.09,67,68,4.5,light rain
616,Japura,ID,-0.3167,102.35,74.17,96,100,2.73,moderate rain
617,Ishigaki,JP,24.3448,124.1572,74.64,75,100,14.18,overcast clouds
618,Pacifica,US,37.6138,-122.4869,59.83,71,40,7.0,scattered clouds
619,Barreirinhas,BR,-2.7469,-42.8264,84.74,61,98,13.69,overcast clouds
620,Mabaruma,GY,8.2,-59.7833,80.64,87,100,5.01,moderate rain
621,Pervomayskoye,RU,43.919,46.7102,43.97,60,6,8.9,clear sky
622,High Level,CA,58.5169,-117.136,19.51,100,75,5.75,smoke
623,Robertsport,LR,6.7533,-11.3686,79.92,81,96,9.44,light rain
624,Hokitika,NZ,-42.7167,170.9667,57.58,75,100,1.86,overcast clouds
625,Aranos,NA,-24.1333,19.1167,80.04,15,0,11.68,clear sky
626,Ginir,ET,7.1333,40.7,56.43,38,1,5.32,clear sky
627,Calamar,CO,10.2511,-74.9146,85.73,69,70,6.89,light rain
628,Kampong Chhnang,KH,12.1667,104.55,75.29,90,100,1.34,overcast clouds
629,Sal Rei,CV,16.1833,-22.9167,77.2,73,40,16.11,scattered clouds
630,Pithapuram,IN,17.1167,82.2667,71.1,80,58,4.61,broken clouds
631,Cancun,MX,21.1743,-86.8466,86.05,58,0,8.43,clear sky
632,Reinosa,ES,42.9996,-4.138,46.45,82,100,10.27,overcast clouds
633,Arona,ES,28.0996,-16.681,73.98,47,0,3.44,clear sky
634,Ortona,IT,42.3496,14.4039,55.38,88,37,4.18,scattered clouds
635,Batticaloa,LK,7.7102,81.6924,77.02,84,100,3.18,light rain
636,Kapuskasing,CA,49.4169,-82.4331,25.75,81,100,8.21,light snow
637,Mana,GF,5.6592,-53.7767,81.39,82,41,12.21,moderate rain
638,Warri,NG,5.5167,5.75,79.92,79,100,5.88,light rain
639,Mananjary,MG,-21.2167,48.3333,72.68,85,100,5.59,light rain
640,Tanout,NE,14.9709,8.8879,74.34,16,0,10.65,clear sky
641,Luanda,AO,-8.8368,13.2343,76.42,73,98,13.62,overcast clouds
642,Caxito,AO,-8.5785,13.6643,76.19,73,39,6.26,scattered clouds
643,Tessaoua,NE,13.7574,7.9874,76.26,18,5,11.16,clear sky
644,Rialma,BR,-15.315,-49.5844,79.7,64,65,4.68,broken clouds
645,Royal Leamington Spa,GB,52.3,-1.5333,54.68,96,100,8.86,overcast clouds
646,Vestmannaeyjar,IS,63.4427,-20.2734,46.18,85,21,16.08,few clouds
647,Yaan,NG,7.3833,8.5667,80.46,31,33,3.29,scattered clouds
648,Khandyga,RU,62.6667,135.6,-14.1,98,100,5.79,overcast clouds
649,Maltahohe,NA,-24.8333,16.9833,74.34,20,0,14.43,clear sky
650,Carballo,ES,43.213,-8.691,62.76,85,100,14.0,overcast clouds
651,Naron,ES,43.5167,-8.1528,62.02,79,100,19.93,overcast clouds
652,Muncar,ID,-8.4333,114.3333,75.22,94,100,1.79,overcast clouds
653,Kiruna,SE,67.8557,20.2251,23.92,93,40,5.75,scattered clouds
654,Palomares,MX,17.15,-95.0667,81.77,66,39,4.9,scattered clouds
655,Santa Maria,BR,-29.6842,-53.8069,78.1,41,75,17.27,broken clouds
656,Moranbah,AU,-22.0016,148.0466,73.44,76,1,7.85,clear sky
657,Black River,JM,18.0264,-77.8487,84.76,65,4,6.71,clear sky
658,Palu,ID,-0.8917,119.8707,75.94,98,100,1.97,overcast clouds
659,Kundiawa,PG,-6.0167,144.9667,61.93,96,100,2.1,overcast clouds
660,Flagstaff,US,35.1981,-111.6513,44.17,39,0,3.44,clear sky
661,Itarema,BR,-2.9248,-39.9167,83.53,67,100,16.28,overcast clouds
662,Kelso,US,46.1468,-122.9084,52.72,83,0,9.22,clear sky
663,Ndjole,GA,-0.1783,10.7649,75.42,96,100,1.48,moderate rain
664,Rapid Valley,US,44.0625,-103.1463,37.76,51,100,3.0,overcast clouds
665,Vizinga,RU,61.0749,50.1031,19.36,79,100,10.63,overcast clouds
666,Moen,NO,69.1304,18.6123,32.72,100,75,4.61,broken clouds
667,Makakilo City,US,21.3469,-158.0858,77.99,75,6,13.89,clear sky
668,Celestun,MX,20.8667,-90.4,85.06,57,5,6.44,clear sky
669,Santiago,CL,-33.4569,-70.6483,87.55,22,6,6.78,clear sky
670,Qasigiannguit,GL,68.8193,-51.1922,26.85,92,100,7.31,overcast clouds
671,Muros,ES,42.7762,-9.0603,62.83,75,100,21.54,overcast clouds
672,Poltavka,RU,54.3663,71.7632,34.36,98,100,14.38,overcast clouds
673,Cumberland,US,35.0502,-78.8664,56.48,46,0,9.22,clear sky
674,Santa Ana,US,33.7456,-117.8678,71.4,50,20,6.91,few clouds
675,Dankaur,IN,28.35,77.55,68.31,39,6,6.53,clear sky
676,Labytnangi,RU,66.6572,66.4183,0.3,87,100,9.04,overcast clouds
677,Broome,US,42.2506,-75.833,37.62,71,100,8.05,overcast clouds
678,Ganzhou,CN,28.8184,115.4327,52.32,89,83,2.55,broken clouds
679,Nyurba,RU,63.2842,118.3319,-29.72,100,88,2.44,overcast clouds
680,Taksimo,RU,56.3444,114.8794,9.5,93,100,0.49,overcast clouds
681,Karratha,AU,-20.7377,116.8463,73.74,68,0,8.05,light rain
682,Bafoulabe,ML,13.8065,-10.8321,90.81,26,100,3.67,overcast clouds
683,Lulea,SE,65.5842,22.1547,23.07,100,0,8.05,clear sky
684,Sainte-Suzanne,RE,-20.9061,55.6089,72.46,80,75,20.71,broken clouds
685,Belaya,UA,49.029,25.7706,42.46,84,78,7.43,broken clouds
686,Lilongwe,MW,-13.9669,33.7873,73.17,63,99,7.43,overcast clouds
687,Liberal,US,37.0431,-100.921,27.64,80,100,16.11,overcast clouds
688,Lashio,MM,22.9333,97.75,57.18,96,0,1.81,clear sky
689,Devils Lake,US,48.1128,-98.8651,21.31,86,100,3.44,mist
690,Dakoro,NE,14.5106,6.765,76.57,16,4,10.25,clear sky
691,Novikovo,RU,51.1537,37.8879,30.79,68,0,7.61,clear sky
692,Quatre Cocos,MU,-20.2078,57.7625,71.71,70,79,17.65,broken clouds
693,Eyl,SO,7.9803,49.8164,78.94,73,96,14.56,overcast clouds
694,Yamada,JP,39.4667,141.95,42.87,73,92,5.7,overcast clouds
695,Ankang,CN,32.68,109.0172,48.02,86,97,1.25,overcast clouds
